TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ELMD3;20,85;;-42,24;31,32;2,84;33,12;-23,64;-25,40;-45,39;-54,57;-9,18;6,34;10,73;-38,65;-3,48;0,72;-74,15;-6,71;-11,47;0,09;0,91;0,26;;;3.869.340,42;0,67;-0,49;0,07;2.878.829.097,30
ELPL3;8,41;;1,69;0,63;0,06;13,07;13,07;6,33;0,82;3,00;2,18;1,66;0,11;-10,50;-0,07;0,98;36,92;3,33;20,16;0,09;0,91;0,53;2,54;57,52;;13,45;4,97;0,06;1.660.696.309,42
EMAE3;25,35;30,82;3,97;1,22;0,62;47,88;36,45;51,17;5,58;12,07;-1,52;-0,33;2,03;2,77;-0,93;3,18;30,79;15,70;10,52;0,51;0,49;0,31;17,64;27,12;;20,72;6,38;0,02;2.282.232.276,40
EMAE4;85,85;10,01;13,46;4,14;2,11;47,88;36,45;51,17;18,89;12,07;-1,52;-0,33;6,88;9,37;-3,15;3,18;30,79;15,70;10,52;0,51;0,49;0,31;17,64;27,12;524.955,19;20,72;6,38;0,07;2.282.232.276,40
EMBR3;16,57;;-4,34;0,80;0,21;10,70;-8,38;-12,63;-6,53;-12,46;-5,93;0,73;0,55;0,62;-0,49;2,45;-18,48;-4,82;-6,10;0,26;0,73;0,38;-0,66;;170.430.038,19;20,67;-3,82;-0,27;12.269.505.779,08
ENAT3;13,78;1,41;32,14;1,33;0,84;33,41;35,15;12,05;11,02;8,22;-2,80;-0,34;3,87;2,69;-1,49;3,56;4,14;2,62;9,00;0,63;0,37;0,22;13,76;5,78;31.183.690,38;10,37;0,43;-0,68;3.662.819.150,90
ENBR3;18,35;5,45;7,38;0,99;0,37;24,10;18,78;10,06;3,96;6,14;2,18;0,55;0,74;-18,87;-0,49;0,93;13,40;4,98;10,67;0,37;0,63;0,49;7,87;4,03;66.807.044,96;18,55;2,49;0,58;11.135.704.729,90
ENEV3;15,45;;19,40;2,46;1,21;46,19;34,43;31,07;17,50;22,11;4,61;0,65;6,03;10,48;-1,47;2,75;12,71;6,21;6,19;0,49;0,51;0,20;16,39;48,99;118.370.035,23;6,27;0,80;0,29;19.548.175.906,80
ENGI11;43,71;3,16;10,80;2,11;0,35;17,99;13,29;7,23;5,87;11,12;5,25;1,89;0,78;13,30;-0,50;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;70.508.236,19;20,71;4,05;0,05;15.862.900.217,22
ENGI3;15,43;1,79;19,06;3,73;0,61;17,99;13,29;7,23;10,36;11,12;5,25;1,89;1,38;23,47;-0,88;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;297.154,96;4,14;0,81;0,09;15.862.900.217,22
ENGI4;7,00;3,94;8,65;1,69;0,28;17,99;13,29;7,23;4,70;11,12;5,25;1,89;0,62;10,65;-0,40;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;401.626,15;4,14;0,81;0,04;15.862.900.217,22
ENJU3;13,54;;-85,03;5,32;5,00;35,41;-39,09;-39,10;-85,05;-68,88;16,16;-1,01;33,25;5,53;-118,09;17,86;-6,26;-5,88;-6,26;0,94;0,06;0,15;;;23.260.911,27;2,54;-0,16;-2,20;2.646.641.892,28
ENMA3B;50,49;3,21;11,84;2,77;1,05;32,69;21,80;17,05;9,26;;0,92;0,28;2,02;7,94;-1,80;1,47;23,36;8,87;13,63;0,38;0,62;0,52;8,44;15,47;;18,26;4,27;1,44;
ENMA6B;83,99;3,14;19,69;4,60;1,75;32,69;21,80;17,05;15,40;;0,92;0,28;3,36;13,21;-2,99;1,47;23,36;8,87;13,63;0,38;0,62;0,52;8,44;15,47;;18,26;4,27;2,40;
ENMT3;49,90;;16,11;3,93;1,15;22,44;18,28;13,30;11,73;14,56;2,82;0,94;2,14;9,67;-1,88;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;75.299,67;12,70;3,10;1,14;10.939.543.972,60
ENMT4;50,00;1,14;16,15;3,94;1,16;22,44;18,28;13,30;11,75;14,56;2,82;0,94;2,15;9,69;-1,88;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;41.319,45;12,70;3,10;1,14;10.939.543.972,60
EQPA3;4,23;8,98;13,00;2,77;0,76;30,26;19,90;12,23;7,99;9,50;1,50;0,52;1,59;3,84;-1,29;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;307.478,81;1,53;0,33;0,24;9.350.038.915,87
EQPA5;5,50;6,36;16,91;3,60;0,99;30,26;19,90;12,23;10,39;9,50;1,50;0,52;2,07;4,99;-1,67;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;28.008,54;1,53;0,33;0,32;9.350.038.915,87
EQPA6;10,48;3,63;32,22;6,86;1,89;30,26;19,90;12,23;19,81;9,50;1,50;0,52;3,94;9,51;-3,18;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;1.068,00;1,53;0,33;0,61;9.350.038.915,87
EQPA7;5,50;6,91;16,91;3,60;0,99;30,26;19,90;12,23;10,39;9,50;1,50;0,52;2,07;4,99;-1,67;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;26.078,62;1,53;0,33;0,32;9.350.038.915,87
EQTL3;23,83;4,36;8,09;1,96;0,55;33,46;26,73;16,63;5,04;7,16;2,13;0,83;1,35;4,06;-0,82;1,68;24,23;6,74;12,88;0,28;0,72;0,41;19,79;29,14;176.816.993,31;12,15;2,94;0,35;24.080.479.155,55
ESPA3;16,50;0,37;64,90;11,56;2,76;45,72;13,16;11,90;58,65;63,83;5,18;1,02;7,72;20,77;-6,50;1,30;17,81;4,25;1,32;0,24;0,76;0,36;;;19.685.269,42;1,43;0,25;2,99;4.029.886.839,00
ESTR3;17,80;;-0,92;-0,03;0,06;50,78;18,15;-11,33;0,57;3,25;2,39;;0,10;-0,03;-0,12;0,21;-3,18;-6,42;-5,89;-2,02;3,02;0,57;-3,90;;;-611,41;-19,42;0,01;21.556.000,00
ESTR4;31,10;;-1,60;-0,05;0,10;50,78;18,15;-11,33;1,00;3,25;2,39;;0,18;-0,05;-0,21;0,21;-3,18;-6,42;-5,89;-2,02;3,02;0,57;-3,90;;59.991,20;-611,41;-19,42;0,03;21.556.000,00
ETER3;23,40;;7,62;5,62;1,62;33,27;27,60;23,23;6,41;6,33;-0,08;-0,07;1,77;4,57;-4,67;2,20;73,83;21,30;54,62;0,29;0,71;0,92;-6,86;40,09;70.489.722,81;4,16;3,07;-0,01;1.209.207.987,00
EUCA3;23,70;1,57;15,23;1,48;0,80;31,45;10,81;8,02;11,29;9,44;2,17;0,28;1,22;13,20;-1,22;1,22;9,73;5,27;4,85;0,54;0,46;0,66;9,47;68,84;337.937,96;15,99;1,56;0,13;1.413.943.759,32
EUCA4;10,97;3,73;7,05;0,69;0,37;31,45;10,81;8,02;5,23;9,44;2,17;0,28;0,57;6,11;-0,56;1,22;9,73;5,27;4,85;0,54;0,46;0,66;9,47;68,84;4.042.306,31;15,99;1,56;0,06;1.413.943.759,32
EVEN3;9,86;5,72;142,35;0,84;0,40;28,87;16,28;0,88;7,68;4,61;-3,07;-0,34;1,25;0,97;-1,52;2,30;0,59;0,28;8,15;0,48;0,52;0,32;-5,40;-18,59;13.518.497,00;11,70;0,07;-1,62;2.090.320.000,00
EZTC3;32,33;1,31;18,11;1,77;1,56;43,04;28,41;43,26;27,58;23,55;-4,03;-0,26;7,84;4,18;-2,86;5,50;9,80;8,59;5,96;0,88;0,12;0,20;2,84;-1,36;66.773.037,31;18,22;1,79;0,41;7.338.910.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;58,99;1,43;74,67;2,94;1,85;27,37;17,19;4,30;18,68;16,29;0,88;0,14;3,21;14,86;-2,55;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;78.942,46;20,06;0,79;-1,09;4.296.768.000,00
FESA4;43,48;2,14;55,04;2,17;1,36;27,37;17,19;4,30;13,77;16,29;0,88;0,14;2,37;10,96;-1,88;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;16.396.917,42;20,06;0,79;-0,80;4.296.768.000,00
FHER3;15,79;;-4,27;-5,74;0,47;14,36;6,99;-9,00;5,50;7,23;1,73;;0,38;3,48;-0,97;1,35;-134,47;-11,00;93,40;-0,08;1,08;1,22;-18,89;;19.434.000,23;-2,75;-3,70;0,03;850.406.514,36
FIGE3;0,00;;0,00;0,00;0,00;100,00;87,05;57,92;0,00;-18,57;-18,57;-0,35;0,00;0,00;0,00;571,40;1,24;1,23;1,24;1,00;0,00;0,02;;-24,90;;98,01;1,21;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;87,05;57,92;0,00;-18,57;-18,57;-0,35;0,00;0,00;0,00;571,40;1,24;1,23;1,24;1,00;0,00;0,02;;-24,90;;98,01;1,21;0,00;0,00
FLEX3;0,00;;0,00;0,00;0,00;31,41;1,02;-4,75;0,00;27,40;27,40;4,82;0,00;0,00;0,00;1,17;-81,57;-5,41;-2,31;0,07;0,93;1,14;9,15;;;8,92;-7,27;0,00;0,00
FLRY3;25,98;2,81;26,02;4,87;1,50;28,86;18,04;10,05;14,51;17,38;2,88;0,97;2,62;14,77;-2,30;1,41;18,72;5,76;10,47;0,31;0,69;0,57;9,42;19,07;50.185.254,12;5,33;1,00;1,89;8.245.171.355,94
FNCN3;0,00;;0,00;0,00;0,00;97,48;-323,82;-323,82;0,00;0,00;;;0,00;0,00;0,00;12,07;-19,33;-17,87;;0,92;0,08;0,06;-37,65;;;11,63;-2,25;0,00;0,00
FRAS3;11,80;2,33;13,63;2,69;0,89;28,72;14,36;11,27;10,70;12,62;1,92;0,48;1,54;4,08;-1,78;1,77;19,73;6,52;8,91;0,33;0,67;0,58;13,81;28,25;3.729.379,62;4,39;0,87;0,03;2.567.282.847,40
FRIO3;75,41;;-2,04;24,19;0,18;17,45;5,03;-10,53;4,26;13,13;8,86;50,30;0,21;1,57;-0,57;1,20;-1.188,66;-8,85;5,42;0,01;0,99;0,84;7,27;;136.034,25;3,12;-37,05;0,00;309.690.319,14
FRTA3;8,16;;7,56;-0,25;0,48;45,64;10,28;16,94;12,46;58,62;46,16;;1,28;-0,21;-0,57;0,06;-3,28;6,41;-26,24;-1,95;2,95;0,38;-19,35;;632.089,15;-32,89;1,08;0,03;16.329.024,96
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;36,13;5,22;4,86;1,78;0,60;97,03;95,99;48,37;2,45;2,46;-0,03;-0,02;2,35;-3,46;-0,91;0,67;36,71;12,27;36,51;0,33;0,67;0,25;3,60;30,90;13.215,23;20,24;7,43;0,03;3.455.313.824,97
GEPA4;36,82;5,12;4,95;1,82;0,61;97,03;95,99;48,37;2,50;2,46;-0,03;-0,02;2,40;-3,53;-0,93;0,67;36,71;12,27;36,51;0,33;0,67;0,25;3,60;30,90;40.544,71;20,24;7,43;0,03;3.455.313.824,97
GFSA3;4,48;;-17,60;0,86;0,36;20,50;0,41;-8,66;373,86;462,35;88,48;0,20;1,52;1,25;-1,12;1,73;-4,91;-2,04;-0,16;0,42;0,58;0,24;-9,34;;20.580.856,12;5,18;-0,25;-0,04;1.347.028.932,48
GGBR3;30,17;1,39;11,28;1,51;0,76;17,42;16,26;9,03;6,27;8,43;1,30;0,31;1,02;3,50;-1,24;2,30;13,36;6,76;12,15;0,51;0,49;0,75;0,11;;4.983.098,23;20,03;2,68;0,03;58.998.957.855,21
GGBR4;36,38;1,15;13,60;1,82;0,92;17,42;16,26;9,03;7,56;8,43;1,30;0,31;1,23;4,22;-1,50;2,30;13,36;6,76;12,15;0,51;0,49;0,75;0,11;;495.341.350,00;20,03;2,68;0,04;58.998.957.855,21
GGPS3;12,10;;;;;;;;;;;;;;;;;;;;;;;;29.784.604,73;;0,00;;8.076.638.559,00
GMAT3;7,82;;23,80;3,03;2,11;24,11;7,02;5,85;19,87;18,80;-1,07;-0,16;1,39;3,67;-8,10;4,46;12,72;8,85;12,60;0,70;0,30;1,51;;;38.139.217,81;2,58;0,33;0,21;17.277.086.337,78
GNDI3;83,60;;69,87;7,25;3,15;29,14;12,94;6,90;37,24;37,18;-0,06;-0,01;4,82;22,15;-4,58;1,83;10,37;4,50;8,23;0,43;0,57;0,65;29,03;66,02;341.285.719,88;11,54;1,20;0,95;51.434.241.817,20
GOAU3;15,56;1,54;10,60;1,32;0,24;17,42;16,23;3,13;2,05;3,22;1,11;0,72;0,33;1,03;-0,40;2,44;12,41;2,29;11,77;0,18;0,48;0,73;0,11;;1.228.629,27;11,83;1,47;0,03;17.365.226.096,10
GOAU4;16,18;1,48;11,02;1,37;0,25;17,42;16,23;3,13;2,13;3,22;1,11;0,72;0,35;1,07;-0,42;2,44;12,41;2,29;11,77;0,18;0,48;0,73;0,11;;140.661.386,96;11,83;1,47;0,03;17.365.226.096,10
GOLL4;25,33;;-12,76;-4,72;6,68;1,73;-52,17;-129,98;-31,79;-35,58;-3,79;;16,59;-9,45;-8,55;0,24;-37,00;-52,39;42,58;-1,42;2,38;0,40;-8,21;;166.572.515,77;-5,37;-1,99;-0,08;79.478.117.474,11
GPAR3;54,74;0,93;25,63;3,01;2,10;68,89;86,08;59,78;17,80;17,62;-0,18;-0,03;15,32;13,94;-2,61;4,23;11,73;8,18;10,50;0,70;0,30;0,14;40,68;;18.050,63;18,21;2,14;0,20;4.265.802.367,68
GPCP3;38,90;2,95;10,23;3,86;1,44;21,71;17,70;11,99;6,93;7,40;0,54;0,30;1,23;9,34;-2,45;1,60;37,71;14,09;32,96;0,37;0,63;1,18;20,13;;6.869.392,77;10,09;3,80;0,03;1.206.844.422,60
GPCP4;32,56;7,54;8,56;3,23;1,21;21,71;17,70;11,99;5,80;7,40;0,54;0,30;1,03;7,82;-2,05;1,60;37,71;14,09;32,96;0,37;0,63;1,18;20,13;;70.054,72;10,09;3,80;0,02;1.206.844.422,60
GPIV33;5,06;;-0,98;0,16;0,12;100,00;113,32;58,00;-0,50;0,28;0,79;-0,25;;0,66;-0,16;4,75;-16,09;-12,47;-30,19;0,78;0,22;-0,21;;;2.228.121,81;32,07;-5,16;0,00;381.126.951,92
GRND3;9,14;6,82;16,34;2,08;1,72;46,75;17,84;24,64;22,57;18,22;-4,35;-0,40;4,03;3,20;-5,58;4,48;12,75;10,54;7,74;0,83;0,17;0,43;-2,95;-5,56;21.712.911,23;4,39;0,56;1,30;8.245.742.400,00
GSHP3;43,53;;-0,18;-0,18;0,05;66,49;17,69;-515,29;5,17;104,68;99,50;;0,91;-3,16;-0,06;0,90;-100,93;-27,93;-3,43;-0,28;1,28;0,05;-18,98;;78.638,95;-242,94;-245,20;0,00;83.959.314,57
GUAR3;18,61;2,18;-342,13;1,85;0,67;50,61;-0,50;-0,43;-295,70;-318,21;-22,50;0,14;1,49;2,57;-1,81;1,71;-0,54;-0,20;-2,25;0,36;0,64;0,45;2,55;;16.782.540,00;10,07;-0,05;3,27;9.290.112.000,00
HAGA3;3,46;;7,38;-0,59;0,69;28,14;25,23;18,71;5,47;4,31;-0,10;;1,38;1,94;-3,90;1,76;-7,98;9,34;-17,58;-1,17;2,17;0,50;0,12;12,13;60.785,19;-5,88;0,47;0,06;33.161.333,67
HAGA4;2,45;;5,23;-0,42;0,49;28,14;25,23;18,71;3,88;4,31;-0,10;;0,98;1,37;-2,77;1,76;-7,98;9,34;-17,58;-1,17;2,17;0,50;0,12;12,13;552.765,00;-5,88;0,47;0,04;33.161.333,67
HAPV3;14,95;0,39;73,46;7,35;4,26;39,11;14,81;9,16;45,42;45,11;-0,32;-0,05;6,73;41,66;-5,75;1,65;10,00;5,79;9,28;0,58;0,42;0,63;28,32;20,33;158.043.021,54;2,03;0,20;-9,41;57.556.446.473,50
HBOR3;8,44;0,56;42,60;0,67;0,26;19,73;5,46;2,72;21,26;39,69;18,44;0,58;1,16;0,52;-0,96;3,12;1,58;0,61;0,98;0,38;0,62;0,22;-5,72;-2,10;19.015.444,12;12,51;0,20;-0,34;1.129.703.047,68
HBRE3;16,15;;-80,14;1,22;0,64;84,53;113,07;-26,89;19,06;27,86;8,80;0,56;21,55;-16,77;-0,68;0,61;-1,53;-0,80;1,91;0,52;0,48;0,03;;;2.741.458,65;13,21;-0,20;0,72;1.666.502.043,15
HBSA3;6,85;;-49,35;3,41;0,91;25,48;13,86;-7,22;25,70;40,16;14,46;1,92;3,56;5,31;-1,22;3,20;-6,92;-1,85;2,65;0,27;0,73;0,26;49,43;;19.043.940,65;2,01;-0,14;0,18;5.208.621.104,55
HBTS5;35,50;;221,48;1,10;0,24;68,77;46,38;1,45;6,93;9,55;2,63;0,42;3,21;-1,91;-0,29;0,54;0,50;0,11;7,80;0,22;0,78;0,08;7,42;-25,49;67.387,33;32,20;0,16;-2,18;324.245.888,50
HETA3;4,01;;-0,01;0,00;0,17;100,00;-10.956,88;-10.958,54;-0,01;-1,91;-1,89;;1,30;-0,04;-0,20;0,02;-31,00;-1.459,90;74,65;-47,10;48,10;0,13;-2,24;;;-1.088,28;-337,35;0,00;4.342.166,77
HETA4;10,79;;-0,03;-0,01;0,47;100,00;-10.956,88;-10.958,54;-0,03;-1,91;-1,89;;3,51;-0,10;-0,53;0,02;-31,00;-1.459,90;74,65;-47,10;48,10;0,13;-2,24;;102.120,08;-1.088,28;-337,35;0,00;4.342.166,77
HGTX3;28,70;1,91;13,60;2,88;1,99;39,09;7,56;31,95;57,47;55,29;-2,17;-0,11;4,35;5,87;-5,12;2,25;21,14;14,65;0,15;0,69;0,31;0,46;-7,54;4,05;162.697.429,38;9,98;2,11;0,23;4.664.723.991,90
HOOT3;0,00;;0,00;0,00;0,00;48,06;-190,02;-251,06;0,00;-0,31;0,01;;0,00;0,00;0,00;0,03;-19,11;-19,65;14,89;-1,03;2,03;0,08;-24,22;;;-25,85;-4,94;0,00;22.104.583,20
HOOT4;2,80;;-0,57;-0,11;0,11;48,06;-190,02;-251,06;-0,75;-0,31;0,01;;1,42;-0,09;-0,12;0,03;-19,11;-19,65;14,89;-1,03;2,03;0,08;-24,22;;59.612,42;-25,85;-4,94;0,02;22.104.583,20
HYPE3;33,97;3,50;15,80;2,30;1,20;63,87;32,20;30,65;15,03;18,49;3,46;0,53;4,84;7,48;-1,68;2,26;14,57;7,58;8,45;0,52;0,48;0,25;6,70;18,26;100.388.898,42;14,76;2,15;0,61;21.517.305.357,31
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IFCM3;15,22;;;;;;;;;;;;;;;;;;;;;;;;13.713.510,20;;0,00;;3.617.196.249,72
IGBR3;12,80;;-1,76;-0,17;0,84;80,85;-655,78;-1.542,07;-4,13;-27,45;-23,32;;27,07;-2,13;-0,90;0,15;-9,87;-47,71;198,41;-4,83;5,83;0,03;-8,75;;965.843,54;-73,87;-7,29;-0,07;160.063.564,80
IGSN3;0,00;;0,00;0,00;0,00;44,34;22,03;-0,81;0,00;7,29;7,29;1,50;0,00;0,00;0,00;2,39;-0,76;-0,21;5,64;0,28;0,72;0,26;10,03;;;3,01;-0,02;0,00;0,00
IGTA3;43,09;1,14;32,98;2,39;1,11;58,07;52,11;33,57;21,25;26,44;5,19;0,58;11,07;7,43;-1,50;2,39;7,25;3,38;4,58;0,47;0,53;0,10;1,21;0,88;102.055.357,23;18,01;1,31;-2,40;7.610.192.896,02
INEP3;50,35;;-0,98;-0,19;0,30;19,54;-4.232,60;-5.843,94;-1,35;-3,73;-2,38;;57,08;-0,20;-0,36;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;1.475.593,65;-262,67;-51,55;1,43;416.334.877,38
INEP4;50,41;;-0,98;-0,19;0,30;19,54;-4.232,60;-5.843,94;-1,35;-3,73;-2,38;;57,14;-0,20;-0,36;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;2.013.400,42;-262,67;-51,55;1,43;416.334.877,38
INNT3;0,00;;0,00;0,00;0,00;14,02;-11,37;-17,88;0,00;-5,51;-5,51;2,93;0,00;0,00;0,00;1,25;-83,52;-4,88;-9,96;0,06;0,94;0,27;37,50;;;0,55;-0,46;0,00;0,00
INTB3;24,85;;18,42;8,34;3,33;31,57;17,62;18,53;19,37;18,77;-0,60;-0,26;3,41;8,46;-20,41;1,89;45,28;18,10;27,38;0,40;0,60;0,98;;;27.254.061,08;2,98;1,35;0,07;8.141.136.083,50
IRBR3;6,12;2,16;-5,10;1,82;0,34;-18,47;-21,42;-17,94;-4,27;-4,27;;;0,92;-5,53;-1,06;0,92;-35,74;-6,70;;0,19;0,81;0,37;17,75;;158.763.928,38;3,36;-1,20;0,02;7.759.488.831,84
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,14;2,50;13,28;1,60;1,28;31,50;131,36;120,00;12,13;11,85;0,21;0,03;15,93;22,82;-1,42;2,28;12,02;9,63;11,16;0,80;0,16;0,08;3,78;-3,97;2.306.951,27;6,98;0,84;-0,42;89.887.004.079,80
ITSA4;10,45;2,66;12,46;1,50;1,20;31,50;131,36;120,00;11,38;11,85;0,21;0,03;14,95;21,41;-1,33;2,28;12,02;9,63;11,16;0,80;0,16;0,08;3,78;-3,97;288.163.029,19;6,98;0,84;-0,39;89.887.004.079,80
ITUB3;24,93;2,41;11,57;1,66;0,12;65,94;13,28;12,16;10,60;11,26;;;1,41;;-0,12;;14,34;1,04;;0,07;0,92;0,09;6,04;-10,45;14.089.559,12;15,02;2,15;-1,02;259.487.672.141,43
ITUB4;28,04;2,14;13,02;1,87;0,14;65,94;13,28;12,16;11,92;11,26;;;1,58;;-0,14;;14,34;1,04;;0,07;0,92;0,09;6,04;-10,45;841.947.486,12;15,02;2,15;-1,15;259.487.672.141,43
JALL3;8,98;;26,33;4,76;0,94;50,14;40,67;10,39;6,73;9,98;3,25;2,30;2,74;4,29;-1,77;1,88;18,08;3,57;14,56;0,20;0,80;0,34;;;6.471.108,46;1,89;0,34;;2.646.379.877,18
JBDU3;3,75;;-2,90;0,31;0,10;;;;-2,98;-3,73;-0,93;0,10;;-0,56;-0,10;0,00;-10,59;-3,40;-9,42;0,32;0,68;0,00;;;478.668,15;12,19;-1,29;-0,06;17.684.181,45
JBDU4;3,41;;-2,64;0,28;0,09;;;;-2,71;-3,73;-0,93;0,10;;-0,51;-0,09;0,00;-10,59;-3,40;-9,42;0,32;0,68;0,00;;;848.065,23;12,19;-1,29;-0,05;17.684.181,45
JBSS3;31,54;3,22;17,22;1,82;0,48;16,73;7,59;1,70;3,86;6,12;2,25;1,06;0,29;4,02;-0,77;1,48;10,56;2,81;15,44;0,27;0,73;1,65;10,65;-1,92;428.181.316,69;17,34;1,83;-0,71;79.201.222.185,80
JFEN3;6,91;;-4,31;-1,59;0,57;-22,06;-508,80;-581,90;-4,93;-8,83;-3,90;;25,08;-8,43;-3,65;0,93;-36,93;-13,17;-126,02;-0,36;1,36;0,02;-44,72;;55.586,00;-4,34;-1,60;0,06;726.958.361,65
JHSF3;7,07;5,04;5,96;1,24;0,64;72,96;69,99;58,88;5,01;5,49;0,48;0,12;3,51;4,18;-0,87;2,35;20,79;10,73;15,17;0,52;0,47;0,18;13,16;42,24;42.787.413,27;5,71;1,19;0,04;4.871.402.175,71
JOPA3;29,50;0,97;9,81;0,45;0,15;27,37;7,51;2,03;2,66;6,75;4,04;0,68;0,20;0,54;-0,46;1,76;4,56;1,57;3,94;0,34;0,66;0,77;8,16;5,14;15.267,44;65,93;3,01;0,05;318.016.329,74
JOPA4;73,93;0,43;24,58;1,12;0,39;27,37;7,51;2,03;6,66;6,75;4,04;0,68;0,50;1,34;-1,14;1,76;4,56;1,57;3,94;0,34;0,66;0,77;8,16;5,14;23.537,50;65,93;3,01;0,12;318.016.329,74
JPSA3;29,37;0,47;33,74;0,81;0,37;59,31;49,40;11,31;7,72;13,59;5,87;0,62;3,81;2,43;-0,50;2,33;2,41;1,09;3,93;0,45;0,55;0,10;1,23;;8.181.710,46;36,11;0,87;-0,83;2.581.305.040,38
JSLG3;11,20;0,50;12,26;2,67;0,65;-6,28;17,87;19,12;13,12;20,91;7,79;1,59;2,34;3,13;-1,08;2,12;21,80;5,33;5,92;0,24;0,76;0,28;-13,95;22,94;4.526.353,46;4,19;0,91;0,16;3.135.900.073,60
KEPL3;53,37;2,38;18,45;2,62;1,48;23,59;12,34;9,76;14,60;12,34;-2,26;-0,41;1,80;8,19;-3,53;1,45;14,23;8,00;12,79;0,56;0,44;0,82;-1,00;61,09;12.012.783,58;20,33;2,89;0,23;1.404.269.892,27
KLBN11;28,02;;-12,65;7,18;0,89;39,52;26,90;-20,82;9,79;15,95;6,15;4,51;2,63;4,39;-1,29;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;183.373.941,08;3,90;-2,21;0,03;31.482.671.004,62
KLBN3;5,83;;-13,16;7,47;0,93;39,52;26,90;-20,82;10,19;15,95;6,15;4,51;2,74;4,57;-1,34;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;1.790.897,31;0,78;-0,44;0,03;31.482.671.004,62
KLBN4;5,52;;-12,46;7,07;0,88;39,52;26,90;-20,82;9,65;15,95;6,15;4,51;2,60;4,32;-1,27;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;8.591.641,96;0,78;-0,44;0,03;31.482.671.004,62
LAME3;18,50;1,16;124,47;2,81;0,79;32,91;5,44;1,25;28,52;31,27;1,56;0,15;1,55;2,12;-2,14;2,45;2,26;0,64;3,30;0,28;0,64;0,51;3,50;37,33;84.094.578,96;6,57;0,15;-2,06;36.337.129.222,64
